,attraction,category,subcategory,date,avgTa,sumRn,sumSsHr,recommend
4504,남춘식당,음식,한식,20211109,12.3,3.1,1.3,0
4505,카페태희,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4506,갱이네보말칼국수,음식,한식,20211109,12.3,3.1,1.3,0
4507,회춘,음식,한식,20211109,12.3,3.1,1.3,0
4508,협재신국수,음식,한식,20211109,12.3,3.1,1.3,0
4509,로뎀가든,음식,한식,20211109,12.3,3.1,1.3,0
4510,손맛촌,음식,한식,20211109,12.3,3.1,1.3,0
4511,오지힐,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4512,문쏘,음식,한식,20211109,12.3,3.1,1.3,0
4513,바다속고등어쌈밥,음식,한식,20211109,12.3,3.1,1.3,0
4514,폴바셋제주아라DT점,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4515,르토아베이스먼트,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4516,제주고기국수만세국수본점,음식,한식,20211109,12.3,3.1,1.3,0
4517,앞뱅디식당,음식,한식,20211109,12.3,3.1,1.3,0
4518,미스틱3도,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4519,대우정,음식,전문음식,20211109,12.3,3.1,1.3,0
4520,도토리키친,음식,외국식,20211109,12.3,3.1,1.3,0
4521,섭섭이네,음식,외국식,20211109,12.3,3.1,1.3,0
4522,회심,음식,외국식,20211109,12.3,3.1,1.3,0
4523,애월연어,음식,전문음식,20211109,12.3,3.1,1.3,0
4524,산노루,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4525,토끼와거북이,음식,한식,20211109,12.3,3.1,1.3,0
4526,말고기연구소,음식,전문음식,20211109,12.3,3.1,1.3,0
4527,각지불식당,음식,전문음식,20211109,12.3,3.1,1.3,0
4528,먹돌제주본점,음식,한식,20211109,12.3,3.1,1.3,0
4529,양가형제,음식,간이음식,20211109,12.3,3.1,1.3,0
4530,해녀촌식당,음식,전문음식,20211109,12.3,3.1,1.3,0
4531,제주바다해찬,음식,한식,20211109,12.3,3.1,1.3,0
4532,슬슬슬로우,음식,한식,20211109,12.3,3.1,1.3,0
4533,에이바우트커피뷰하귀포구점,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4534,우도봉,음식,한식,20211109,12.3,3.1,1.3,0
4535,맥도날드제주일도DT점,음식,간이음식,20211109,12.3,3.1,1.3,0
4536,VIPS제주연동점,음식,전문음식,20211109,12.3,3.1,1.3,0
4537,비자림미담,음식,한식,20211109,12.3,3.1,1.3,0
4538,무거버거,음식,간이음식,20211109,12.3,3.1,1.3,0
4539,정직한돈본점,음식,한식,20211109,12.3,3.1,1.3,0
4540,모들한상,음식,전문음식,20211109,12.3,3.1,1.3,0
4541,제주예찬,음식,한식,20211109,12.3,3.1,1.3,0
4542,제주순풍해장국함덕점,음식,한식,20211109,12.3,3.1,1.3,0
4543,담아래본점,음식,한식,20211109,12.3,3.1,1.3,0
4544,아니따,음식,전문음식,20211109,12.3,3.1,1.3,0
4545,이금돈지,음식,한식,20211109,12.3,3.1,1.3,0
4546,더꽃돈,음식,한식,20211109,12.3,3.1,1.3,0
4547,삼성혈해물탕,음식,한식,20211109,12.3,3.1,1.3,0
4548,카페쌀쌀,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4549,모던돔베,음식,한식,20211109,12.3,3.1,1.3,0
4550,채훈이네해장국,음식,한식,20211109,12.3,3.1,1.3,0
4551,대춘해장국,음식,한식,20211109,12.3,3.1,1.3,0
4552,맥도날드제주시청DT점,음식,간이음식,20211109,12.3,3.1,1.3,0
4553,임성반점[중식],음식,외국식,20211109,12.3,3.1,1.3,0
4554,제주바솔트,음식,카페/찻집,20211109,12.3,3.1,1.3,0
4555,바다보는날애월해안도로점,음식,전문음식,20211109,12.3,3.1,1.3,0
4556,협재해물라면오빠네,음식,전문음식,20211109,12.3,3.1,1.3,0
4557,미친부엌[일식],음식,외국식,20211109,12.3,3.1,1.3,0
4558,이스트포레스트,음식,전문음식,20211109,12.3,3.1,1.3,0
4559,테네시테이블,음식,간이음식,20211109,12.3,3.1,1.3,0
4560,우도짜장맨[중식],음식,외국식,20211109,12.3,3.1,1.3,0
4561,잇칸시타[일식],음식,외국식,20211109,12.3,3.1,1.3,0
4562,용두암해녀촌,음식,전문음식,20211109,12.3,3.1,1.3,0
4563,칠돈가제주공항직영점,음식,한식,20211109,12.3,3.1,1.3,0
4564,삼무국수,음식,한식,20211109,12.3,3.1,1.3,0
4565,그랜드하얏트제주,숙박,호텔,20211109,12.3,3.1,1.3,1
4566,메종글래드제주호텔,숙박,호텔,20211109,12.3,3.1,1.3,1
4567,한화리조트제주,숙박,콘도미니엄,20211109,12.3,3.1,1.3,1
4568,소노벨제주,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4569,라마다프라자제주호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4570,롯데시티호텔제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4571,호텔리젠트마린,숙박,호텔,20211109,12.3,3.1,1.3,0
4572,신라스테이제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4573,호텔난타,숙박,호텔,20211109,12.3,3.1,1.3,0
4574,글로스터호텔제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4575,호텔시리우스제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4576,유탑유블레스호텔제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4577,베니키아호텔제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4578,오리엔탈호텔제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4579,탐라스테이호텔제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4580,베스트웨스턴제주호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4581,라마다제주시티홀호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4582,호텔휘슬락,숙박,호텔,20211109,12.3,3.1,1.3,0
4583,캠퍼트리호텔앤리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4584,제주드림타워복합리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4585,그라벨호텔제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4586,제주칼호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4587,호텔위드제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4588,아시아제주노형호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4589,호텔레오,숙박,호텔,20211109,12.3,3.1,1.3,0
4590,다인오세아노호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4591,제주노블레스관광호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4592,벤티모호텔앤레지던스,숙박,호텔,20211109,12.3,3.1,1.3,0
4593,유니호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4594,호텔샬롬제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4595,제주센트럴시티호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4596,에스호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4597,애월스테이인제주,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4598,에벤에셀호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4599,블루하와이리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4600,라온호텔앤리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4601,아스타호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4602,오션스위츠제주호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4603,호텔에어시티제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4604,다인리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4605,마레보비치호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4606,베니키아아이진호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4607,플로라제이드림호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4608,에코그린리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4609,호텔스위트캐슬,숙박,호텔,20211109,12.3,3.1,1.3,0
4610,블루하와이호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4611,일성콘도제주비치,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4612,켄싱턴리조트제주한림점,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4613,신신호텔제주공항점,숙박,호텔,20211109,12.3,3.1,1.3,0
4614,마리나호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4615,앨리스앤트렁크호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4616,아르본유스호스텔리조트,숙박,호스텔,20211109,12.3,3.1,1.3,0
4617,시드니호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4618,로얄호텔제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4619,풀빌라소랑,숙박,펜션/민박,20211109,12.3,3.1,1.3,0
4620,아빌로스레지던스,숙박,호텔,20211109,12.3,3.1,1.3,0
4621,퓨어스테이오션오션동,숙박,펜션/민박,20211109,12.3,3.1,1.3,0
4622,알앤티호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4623,퍼시픽호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4624,라마다바이윈덤제주더함덕호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4625,MJ리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4626,호텔컬리넌제주,숙박,호텔,20211109,12.3,3.1,1.3,0
4627,뉴아일랜드관광호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4628,샐리스제주호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4629,제주서우봉비치호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4630,관음사야영장,숙박,캠핑,20211109,12.3,3.1,1.3,0
4631,레드클레이펜션,숙박,펜션/민박,20211109,12.3,3.1,1.3,0
4632,토비스콘도제주,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4633,마레보리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4634,스타즈호텔제주로베로점,숙박,호텔,20211109,12.3,3.1,1.3,0
4635,그림리조트,숙박,펜션/민박,20211109,12.3,3.1,1.3,0
4636,플로라호텔해마,숙박,호텔,20211109,12.3,3.1,1.3,0
4637,리치호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4638,낭뜨레,숙박,펜션/민박,20211109,12.3,3.1,1.3,0
4639,빌라드애월호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4640,올레리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4641,아침해변펜션,숙박,펜션/민박,20211109,12.3,3.1,1.3,0
4642,엠버호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4643,씨앤호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4644,리벤시아호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4645,해미안펜션,숙박,펜션/민박,20211109,12.3,3.1,1.3,0
4646,메이더호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4647,아덴힐리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4648,제주팔레스호텔,숙박,호텔,20211109,12.3,3.1,1.3,0
4649,로긴리조트,숙박,콘도미니엄,20211109,12.3,3.1,1.3,0
4650,호텔더원,숙박,호텔,20211109,12.3,3.1,1.3,0
4651,제이르블랑펜션,숙박,펜션/민박,20211109,12.3,3.1,1.3,0
4652,신창풍차해안도로,기타관광,데이트코스,20211109,12.3,3.1,1.3,1
4653,스누피가든,기타관광,기타관광,20211109,12.3,3.1,1.3,1
4654,용두암,기타관광,기타관광,20211109,12.3,3.1,1.3,1
4655,제주항연안여객터미널,기타관광,교통시설,20211109,12.3,3.1,1.3,0
4656,하귀애월해안도로,기타관광,데이트코스,20211109,12.3,3.1,1.3,0
4657,도두동무지개해안도로,기타관광,데이트코스,20211109,12.3,3.1,1.3,0
4658,용두암해안도로,기타관광,데이트코스,20211109,12.3,3.1,1.3,0
4659,제주항국제여객선터미널,기타관광,교통시설,20211109,12.3,3.1,1.3,0
4660,신비의도로,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4661,수목원테마파크,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4662,한라생태숲,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4663,용담이호해안도로,기타관광,데이트코스,20211109,12.3,3.1,1.3,0
4664,월령선인장군락지,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4665,용연구름다리,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4666,한라산어리목탐방안내소,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4667,어승생악,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4668,어음리억새군락지,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4669,왕따나무,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4670,동백동산,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4671,창꼼,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4672,수월봉지질트레일,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4673,탑동광장,기타관광,기타관광,20211109,12.3,3.1,1.3,0
4674,관음사,역사관광,종교성지,20211109,12.3,3.1,1.3,1
4675,항몽유적지,역사관광,역사유적지,20211109,12.3,3.1,1.3,1
4676,천왕사,역사관광,종교성지,20211109,12.3,3.1,1.3,1
4677,별방진,역사관광,역사유적지,20211109,12.3,3.1,1.3,0
4678,도련감귤나무숲,체험관광,농/산/어촌체험,20211109,12.3,3.1,1.3,1
4679,동문재래시장,쇼핑,시장,20211110,11.7,4.0,0.1,1
4680,세화민속오일시장,쇼핑,시장,20211110,11.7,4.0,0.1,1
4681,수목원길야시장,쇼핑,시장,20211110,11.7,4.0,0.1,1
4682,신라면세점제주점,쇼핑,면세점,20211110,11.7,4.0,0.1,0
4683,동문수산시장,쇼핑,시장,20211110,11.7,4.0,0.1,0
4684,서문공설시장,쇼핑,시장,20211110,11.7,4.0,0.1,0
4685,제주민속오일시장,쇼핑,시장,20211110,11.7,4.0,0.1,0
4686,롯데면세점제주점,쇼핑,면세점,20211110,11.7,4.0,0.1,0
4687,한림매일시장,쇼핑,시장,20211110,11.7,4.0,0.1,0
4688,함덕해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,1
4689,협재해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,1
4690,새별오름,자연관광,자연경관(산),20211110,11.7,4.0,0.1,1
4691,비자림,자연관광,자연공원,20211110,11.7,4.0,0.1,0
4692,이호테우해변,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4693,곽지해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4694,금오름,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4695,만장굴,자연관광,자연생태,20211110,11.7,4.0,0.1,0
4696,김녕해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4697,월정리해변,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4698,제주절물자연휴양림,자연관광,자연공원,20211110,11.7,4.0,0.1,0
4699,세화해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4700,금능해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4701,제주항제6부두,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4702,삼양해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4703,한라수목원,자연관광,자연공원,20211110,11.7,4.0,0.1,0
4704,제주항제4부두,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4705,다랑쉬오름,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4706,애월항,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4707,한담해변,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4708,안돌오름,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4709,홍조단괴해빈,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4710,검멀레해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4711,도두항,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4712,구엄리돌염전,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4713,아끈다랑쉬,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4714,교래자연휴양림,자연관광,자연공원,20211110,11.7,4.0,0.1,0
4715,하우목동항,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4716,한림항,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4717,수월봉,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4718,차귀도포구,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4719,비양도,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4720,제주항제3부두,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4721,아부오름,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4722,판포포구,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4723,천진항,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4724,용눈이오름,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4725,도두봉,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4726,한라산,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4727,서우봉,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4728,천아계곡,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4729,용연계곡,자연관광,자연경관(산),20211110,11.7,4.0,0.1,0
4730,하도해수욕장,자연관광,자연경관(하천/해양),20211110,11.7,4.0,0.1,0
4731,아르떼뮤지엄제주,문화관광,전시시설,20211110,11.7,4.0,0.1,1
4732,산굼부리,문화관광,복합관광시설,20211110,11.7,4.0,0.1,1
4733,노형수퍼마켙,문화관광,기타문화관광지,20211110,11.7,4.0,0.1,1
4734,9.81파크,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4735,에코랜드테마파크,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4736,선녀와나무꾼테마공원,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4737,한림공원,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4738,제주워터서커스,문화관광,공연시설,20211110,11.7,4.0,0.1,0
4739,제주돌문화공원,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4740,넥슨컴퓨터박물관,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4741,이호랜드방파제등대,문화관광,랜드마크관광,20211110,11.7,4.0,0.1,0
4742,송훈파크,문화관광,기타문화관광지,20211110,11.7,4.0,0.1,0
4743,브릭캠퍼스제주,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4744,라온프라이빗타운,문화관광,복합관광시설,20211110,11.7,4.0,0.1,0
4745,제주민속자연사박물관,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4746,메이즈랜드,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4747,제주도립김창열미술관,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4748,환상숲곶자왈공원,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4749,제주해녀박물관,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4750,국립제주박물관,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4751,제주현대미술관,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4752,사진놀이터,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4753,수월봉전망대,문화관광,랜드마크관광,20211110,11.7,4.0,0.1,0
4754,제주공룡랜드,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4755,제주도립미술관,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4756,제주4.3평화공원,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4757,액티브파크,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4758,CGV제주노형,문화관광,공연시설,20211110,11.7,4.0,0.1,0
4759,김녕미로공원,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4760,CGV제주,문화관광,공연시설,20211110,11.7,4.0,0.1,0
4761,클랭블루,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4762,그리스신화박물관,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4763,제주유리의성,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4764,캐니언파크제주,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4765,롯데시네마제주삼화지구,문화관광,공연시설,20211110,11.7,4.0,0.1,0
4766,화조원,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4767,생각하는정원,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4768,새별프렌즈,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4769,어영소공원,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4770,싱계물공원,문화관광,도시공원,20211110,11.7,4.0,0.1,0
4771,방림원,문화관광,테마공원,20211110,11.7,4.0,0.1,0
4772,걸어가는늑대들,문화관광,전시시설,20211110,11.7,4.0,0.1,0
4773,롯데시네마제주아라,문화관광,공연시설,20211110,11.7,4.0,0.1,0
4774,한라산둘레길사려니숲길,레저스포츠,기타레저스포츠,20211110,11.7,4.0,0.1,1
4775,비밀의숲,레저스포츠,기타레저스포츠,20211110,11.7,4.0,0.1,1
4776,한담해안산책로,레저스포츠,기타레저스포츠,20211110,11.7,4.0,0.1,1
4777,라온GC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4778,닭머르해안길,레저스포츠,기타레저스포츠,20211110,11.7,4.0,0.1,0
4779,블랙스톤제주CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4780,골프존카운티,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4781,크라운CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4782,세인트포CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4783,아덴힐골프클럽,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4784,더마파크,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4785,타미우스CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4786,에버리스GC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4787,엘리시안CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4788,삼다수숲길,레저스포츠,기타레저스포츠,20211110,11.7,4.0,0.1,0
4789,더시에나CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4790,에코랜드CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4791,한라산둘레길천아숲길,레저스포츠,기타레저스포츠,20211110,11.7,4.0,0.1,0
4792,그린필드CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4793,라헨느CC,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4794,한라경찰수련원,레저스포츠,육상레저스포츠,20211110,11.7,4.0,0.1,0
4795,우진해장국,음식,한식,20211110,11.7,4.0,0.1,1
4796,카페노티드제주,음식,카페/찻집,20211110,11.7,4.0,0.1,1
4797,블루보틀제주,음식,카페/찻집,20211110,11.7,4.0,0.1,1
4798,자매국수본점,음식,한식,20211110,11.7,4.0,0.1,0
4799,랜디스도넛제주직영점,음식,간이음식,20211110,11.7,4.0,0.1,0
4800,숙성도노형본관,음식,한식,20211110,11.7,4.0,0.1,0
4801,명진전복,음식,전문음식,20211110,11.7,4.0,0.1,0
4802,우동카덴,음식,외국식,20211110,11.7,4.0,0.1,0
4803,스타벅스제주애월DT점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4804,새빌,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4805,델문도,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4806,애월카페거리,음식,음식점기타,20211110,11.7,4.0,0.1,0
4807,제주김만복본점,음식,간이음식,20211110,11.7,4.0,0.1,0
4808,올래국수,음식,한식,20211110,11.7,4.0,0.1,0
4809,스타벅스제주서해안로DT점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4810,스타벅스제주용담DT점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4811,스타벅스제주함덕점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4812,제주삼대국수회관본점,음식,한식,20211110,11.7,4.0,0.1,0
4813,오드랑베이커리,음식,간이음식,20211110,11.7,4.0,0.1,0
4814,UMU,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4815,고집돌우럭제주공항점,음식,한식,20211110,11.7,4.0,0.1,0
4816,몽상드애월,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4817,김희선제주몸국,음식,한식,20211110,11.7,4.0,0.1,0
4818,애월더선셋,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4819,곰막,음식,한식,20211110,11.7,4.0,0.1,0
4820,하이엔드제주,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4821,수우동,음식,외국식,20211110,11.7,4.0,0.1,0
4822,늘봄흑돼지,음식,한식,20211110,11.7,4.0,0.1,0
4823,은희네해장국노형점,음식,한식,20211110,11.7,4.0,0.1,0
4824,카페진정성종점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4825,제주광해애월점,음식,전문음식,20211110,11.7,4.0,0.1,0
4826,한림칼국수,음식,한식,20211110,11.7,4.0,0.1,0
4827,장인의집,음식,한식,20211110,11.7,4.0,0.1,0
4828,소금바치순이네,음식,한식,20211110,11.7,4.0,0.1,0
4829,순옥이네명가,음식,전문음식,20211110,11.7,4.0,0.1,0
4830,스타벅스제주외도DT점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4831,산도롱맨도롱,음식,한식,20211110,11.7,4.0,0.1,0
4832,돈사돈본관,음식,한식,20211110,11.7,4.0,0.1,0
4833,상춘재[한식],음식,한식,20211110,11.7,4.0,0.1,0
4834,제주하멜,음식,간이음식,20211110,11.7,4.0,0.1,0
4835,은희네해장국,음식,한식,20211110,11.7,4.0,0.1,0
4836,호텔샌드,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4837,애월빵공장앤카페,음식,간이음식,20211110,11.7,4.0,0.1,0
4838,바다속고등어쌈밥,음식,한식,20211110,11.7,4.0,0.1,0
4839,스타벅스제주협재점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4840,우무제주시점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4841,봄날카페,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4842,스타벅스제주일도DT점,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4843,명월국민학교,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4844,도두해녀의집,음식,전문음식,20211110,11.7,4.0,0.1,0
4845,노라바,음식,간이음식,20211110,11.7,4.0,0.1,0
4846,울트라마린,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4847,카페나모나모,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4848,칠돈가본점,음식,한식,20211110,11.7,4.0,0.1,0
4849,곤밥2,음식,한식,20211110,11.7,4.0,0.1,0
4850,유리네,음식,한식,20211110,11.7,4.0,0.1,0
4851,제주김만복애월점,음식,간이음식,20211110,11.7,4.0,0.1,0
4852,풍림다방,음식,카페/찻집,20211110,11.7,4.0,0.1,0
4853,한림칼국수제주공항점,음식,한식,20211110,11.7,4.0,0.1,0
4854,삼무국수,음식,한식,20211110,11.7,4.0,0.1,0
4855,하갈비국수,음식,한식,20211110,11.7,4.0,0.1,0
4856,해녀잠수촌,음식,전문음식,20211110,11.7,4.0,0.1,0
4857,이춘옥원조고등어쌈밥,음식,한식,20211110,11.7,4.0,0.1,0
4858,고집돌우럭함덕점,음식,한식,20211110,11.7,4.0,0.1,0
4859,제주시새우리제주점,음식,간이음식,20211110,11.7,4.0,0.1,0
